"number_past_order","time_web","voucher","past_spend","ad_channel","revenue","ad_channel_label","voucher_label"
1,129,"0",3,"4",52,"Online Display Ads","No Voucher"
1,126,"0",5,"1",60,"No Advertisement","No Voucher"
0,116,"0",0,"3",58,"SEO (Organic)","No Voucher"
0,109,"0",0,"2",50,"Paid Search","No Voucher"
0,171,"0",0,"3",82,"SEO (Organic)","No Voucher"
1,130,"0",6,"1",56,"No Advertisement","No Voucher"
1,113,"0",17,"3",39,"SEO (Organic)","No Voucher"
0,138,"1",0,"2",65,"Paid Search","Voucher Applied"
1,127,"0",13,"4",53,"Online Display Ads","No Voucher"
1,159,"0",10,"1",87,"No Advertisement","No Voucher"
0,129,"0",0,"4",40,"Online Display Ads","No Voucher"
0,119,"0",0,"2",48,"Paid Search","No Voucher"
1,120,"0",33,"2",70,"Paid Search","No Voucher"
0,105,"0",0,"3",36,"SEO (Organic)","No Voucher"
2,126,"0",56,"3",38,"SEO (Organic)","No Voucher"
2,103,"0",40,"1",40,"No Advertisement","No Voucher"
1,142,"0",32,"1",78,"No Advertisement","No Voucher"
1,120,"0",2,"1",55,"No Advertisement","No Voucher"
1,127,"0",19,"4",47,"Online Display Ads","No Voucher"
1,136,"0",27,"2",40,"Paid Search","No Voucher"
1,117,"0",13,"4",51,"Online Display Ads","No Voucher"
2,139,"0",6,"1",61,"No Advertisement","No Voucher"
1,172,"1",1,"2",75,"Paid Search","Voucher Applied"
0,147,"0",0,"3",67,"SEO (Organic)","No Voucher"
0,122,"0",0,"3",58,"SEO (Organic)","No Voucher"
0,136,"0",0,"1",52,"No Advertisement","No Voucher"
0,118,"0",0,"2",47,"Paid Search","No Voucher"
1,116,"0",27,"3",33,"SEO (Organic)","No Voucher"
1,104,"1",7,"4",48,"Online Display Ads","Voucher Applied"
0,121,"0",0,"1",56,"No Advertisement","No Voucher"
0,130,"0",0,"1",63,"No Advertisement","No Voucher"
1,134,"0",19,"1",72,"No Advertisement","No Voucher"
1,141,"0",27,"4",81,"Online Display Ads","No Voucher"
0,124,"1",0,"2",62,"Paid Search","Voucher Applied"
1,122,"0",6,"1",47,"No Advertisement","No Voucher"
1,124,"0",7,"1",56,"No Advertisement","No Voucher"
1,109,"0",19,"2",58,"Paid Search","No Voucher"
0,132,"0",0,"3",51,"SEO (Organic)","No Voucher"
0,88,"0",0,"2",33,"Paid Search","No Voucher"
1,142,"0",24,"2",69,"Paid Search","No Voucher"
2,128,"1",4,"1",58,"No Advertisement","Voucher Applied"
0,153,"0",0,"4",55,"Online Display Ads","No Voucher"
1,143,"0",22,"1",89,"No Advertisement","No Voucher"
1,111,"0",3,"4",48,"Online Display Ads","No Voucher"
1,56,"0",5,"4",39,"Online Display Ads","No Voucher"
3,138,"0",27,"1",48,"No Advertisement","No Voucher"
0,142,"0",0,"3",57,"SEO (Organic)","No Voucher"
1,87,"0",41,"2",61,"Paid Search","No Voucher"
1,108,"1",5,"1",53,"No Advertisement","Voucher Applied"
1,138,"0",4,"1",61,"No Advertisement","No Voucher"
1,117,"1",15,"2",43,"Paid Search","Voucher Applied"
0,119,"0",0,"1",51,"No Advertisement","No Voucher"
0,123,"1",0,"4",37,"Online Display Ads","Voucher Applied"
2,141,"0",16,"3",57,"SEO (Organic)","No Voucher"
0,121,"0",0,"2",39,"Paid Search","No Voucher"
3,127,"0",42,"1",49,"No Advertisement","No Voucher"
1,44,"0",12,"3",34,"SEO (Organic)","No Voucher"
2,131,"0",32,"4",57,"Online Display Ads","No Voucher"
1,158,"0",9,"3",71,"SEO (Organic)","No Voucher"
0,120,"0",0,"2",58,"Paid Search","No Voucher"
1,109,"0",4,"2",55,"Paid Search","No Voucher"
1,133,"0",7,"2",48,"Paid Search","No Voucher"
1,129,"0",11,"2",42,"Paid Search","No Voucher"
0,123,"0",0,"1",58,"No Advertisement","No Voucher"
0,113,"0",0,"4",46,"Online Display Ads","No Voucher"
1,104,"0",6,"2",46,"Paid Search","No Voucher"
2,163,"0",8,"2",77,"Paid Search","No Voucher"
0,123,"0",0,"1",49,"No Advertisement","No Voucher"
2,139,"1",42,"2",67,"Paid Search","Voucher Applied"
1,144,"1",4,"4",61,"Online Display Ads","Voucher Applied"
1,117,"1",9,"2",52,"Paid Search","Voucher Applied"
1,148,"0",8,"3",61,"SEO (Organic)","No Voucher"
0,138,"0",0,"2",71,"Paid Search","No Voucher"
1,145,"0",2,"1",63,"No Advertisement","No Voucher"
0,155,"0",0,"1",89,"No Advertisement","No Voucher"
0,99,"0",0,"1",37,"No Advertisement","No Voucher"
2,24,"0",10,"1",21,"No Advertisement","No Voucher"
0,77,"0",0,"1",35,"No Advertisement","No Voucher"
0,131,"0",0,"1",63,"No Advertisement","No Voucher"
0,128,"0",0,"2",53,"Paid Search","No Voucher"
2,162,"1",38,"1",62,"No Advertisement","Voucher Applied"
1,137,"0",10,"3",57,"SEO (Organic)","No Voucher"
1,99,"0",11,"2",45,"Paid Search","No Voucher"
1,139,"0",10,"3",70,"SEO (Organic)","No Voucher"
0,134,"0",0,"4",64,"Online Display Ads","No Voucher"
1,113,"0",8,"3",48,"SEO (Organic)","No Voucher"
1,92,"0",26,"2",66,"Paid Search","No Voucher"
1,157,"0",6,"4",76,"Online Display Ads","No Voucher"
1,101,"0",8,"1",54,"No Advertisement","No Voucher"
2,144,"0",36,"1",57,"No Advertisement","No Voucher"
1,140,"0",22,"1",81,"No Advertisement","No Voucher"
0,103,"0",0,"3",49,"SEO (Organic)","No Voucher"
1,74,"0",17,"4",50,"Online Display Ads","No Voucher"
0,141,"0",0,"4",61,"Online Display Ads","No Voucher"
1,71,"0",30,"3",19,"SEO (Organic)","No Voucher"
2,123,"0",26,"4",43,"Online Display Ads","No Voucher"
1,128,"0",11,"3",52,"SEO (Organic)","No Voucher"
1,68,"0",9,"3",37,"SEO (Organic)","No Voucher"
0,150,"0",0,"1",78,"No Advertisement","No Voucher"
1,155,"0",12,"4",65,"Online Display Ads","No Voucher"
0,128,"1",0,"4",50,"Online Display Ads","Voucher Applied"
0,130,"0",0,"2",64,"Paid Search","No Voucher"
2,91,"0",22,"4",44,"Online Display Ads","No Voucher"
0,117,"0",0,"1",52,"No Advertisement","No Voucher"
2,104,"0",42,"3",58,"SEO (Organic)","No Voucher"
0,156,"0",0,"4",74,"Online Display Ads","No Voucher"
1,134,"1",9,"3",62,"SEO (Organic)","Voucher Applied"
0,128,"0",0,"1",60,"No Advertisement","No Voucher"
2,124,"1",18,"3",69,"SEO (Organic)","Voucher Applied"
1,147,"0",1,"1",73,"No Advertisement","No Voucher"
0,69,"0",0,"1",42,"No Advertisement","No Voucher"
4,93,"0",52,"4",44,"Online Display Ads","No Voucher"
1,86,"1",20,"1",27,"No Advertisement","Voucher Applied"
0,120,"0",0,"1",49,"No Advertisement","No Voucher"
1,151,"0",4,"1",61,"No Advertisement","No Voucher"
1,149,"0",11,"1",65,"No Advertisement","No Voucher"
1,124,"0",3,"1",62,"No Advertisement","No Voucher"
1,99,"0",2,"3",50,"SEO (Organic)","No Voucher"
1,145,"1",4,"1",63,"No Advertisement","Voucher Applied"
1,136,"0",38,"3",76,"SEO (Organic)","No Voucher"
0,122,"0",0,"2",66,"Paid Search","No Voucher"
1,137,"0",20,"3",54,"SEO (Organic)","No Voucher"
0,74,"0",0,"1",33,"No Advertisement","No Voucher"
0,119,"1",0,"3",60,"SEO (Organic)","Voucher Applied"
1,82,"0",15,"2",51,"Paid Search","No Voucher"
2,170,"0",16,"3",71,"SEO (Organic)","No Voucher"
1,120,"0",31,"1",32,"No Advertisement","No Voucher"
0,112,"0",0,"1",57,"No Advertisement","No Voucher"
2,113,"0",4,"3",51,"SEO (Organic)","No Voucher"
2,155,"0",12,"2",68,"Paid Search","No Voucher"
1,132,"1",10,"1",52,"No Advertisement","Voucher Applied"
1,133,"0",24,"1",44,"No Advertisement","No Voucher"
1,103,"0",16,"3",66,"SEO (Organic)","No Voucher"
1,110,"0",6,"1",59,"No Advertisement","No Voucher"
1,138,"0",9,"1",59,"No Advertisement","No Voucher"
1,102,"0",13,"4",58,"Online Display Ads","No Voucher"
1,118,"0",9,"1",44,"No Advertisement","No Voucher"
1,142,"0",1,"3",61,"SEO (Organic)","No Voucher"
2,137,"0",32,"4",48,"Online Display Ads","No Voucher"
1,129,"0",8,"3",61,"SEO (Organic)","No Voucher"
0,115,"0",0,"4",44,"Online Display Ads","No Voucher"
0,125,"0",0,"1",35,"No Advertisement","No Voucher"
0,134,"0",0,"2",56,"Paid Search","No Voucher"
0,144,"0",0,"1",61,"No Advertisement","No Voucher"
1,151,"0",37,"2",47,"Paid Search","No Voucher"
1,144,"0",11,"2",76,"Paid Search","No Voucher"
0,75,"0",0,"1",48,"No Advertisement","No Voucher"
1,126,"1",15,"1",51,"No Advertisement","Voucher Applied"
0,76,"0",0,"1",49,"No Advertisement","No Voucher"
0,131,"0",0,"3",40,"SEO (Organic)","No Voucher"
0,110,"0",0,"4",47,"Online Display Ads","No Voucher"
2,95,"0",14,"1",44,"No Advertisement","No Voucher"
1,157,"0",7,"2",75,"Paid Search","No Voucher"
1,120,"1",6,"4",52,"Online Display Ads","Voucher Applied"
3,128,"0",24,"4",61,"Online Display Ads","No Voucher"
2,119,"0",6,"2",56,"Paid Search","No Voucher"
1,108,"0",12,"4",62,"Online Display Ads","No Voucher"
0,101,"0",0,"2",37,"Paid Search","No Voucher"
1,136,"0",3,"2",51,"Paid Search","No Voucher"
1,112,"0",5,"2",57,"Paid Search","No Voucher"
1,88,"1",1,"4",43,"Online Display Ads","Voucher Applied"
1,114,"0",21,"3",69,"SEO (Organic)","No Voucher"
2,122,"0",24,"2",53,"Paid Search","No Voucher"
0,105,"0",0,"1",51,"No Advertisement","No Voucher"
1,150,"0",4,"4",71,"Online Display Ads","No Voucher"
0,59,"0",0,"1",64,"No Advertisement","No Voucher"
0,121,"0",0,"4",62,"Online Display Ads","No Voucher"
1,156,"0",4,"2",64,"Paid Search","No Voucher"
0,88,"0",0,"1",42,"No Advertisement","No Voucher"
2,118,"0",6,"3",54,"SEO (Organic)","No Voucher"
0,98,"0",0,"1",51,"No Advertisement","No Voucher"
0,6,"0",0,"2",29,"Paid Search","No Voucher"
1,102,"0",8,"1",45,"No Advertisement","No Voucher"
2,118,"0",44,"1",66,"No Advertisement","No Voucher"
1,109,"1",7,"4",58,"Online Display Ads","Voucher Applied"
0,90,"0",0,"2",45,"Paid Search","No Voucher"
2,129,"0",4,"2",54,"Paid Search","No Voucher"
1,98,"0",10,"1",37,"No Advertisement","No Voucher"
1,115,"0",16,"4",54,"Online Display Ads","No Voucher"
1,168,"0",23,"2",64,"Paid Search","No Voucher"
1,122,"0",20,"3",49,"SEO (Organic)","No Voucher"
1,107,"0",11,"2",57,"Paid Search","No Voucher"
1,145,"1",1,"1",63,"No Advertisement","Voucher Applied"
0,87,"0",0,"4",44,"Online Display Ads","No Voucher"
0,85,"1",0,"2",23,"Paid Search","Voucher Applied"
2,141,"0",6,"1",52,"No Advertisement","No Voucher"
2,156,"0",4,"3",70,"SEO (Organic)","No Voucher"
1,139,"0",6,"2",63,"Paid Search","No Voucher"
1,103,"0",3,"1",51,"No Advertisement","No Voucher"
0,139,"0",0,"1",75,"No Advertisement","No Voucher"
1,127,"0",21,"2",38,"Paid Search","No Voucher"
1,103,"0",4,"1",42,"No Advertisement","No Voucher"
0,108,"0",0,"1",45,"No Advertisement","No Voucher"
1,128,"0",21,"2",75,"Paid Search","No Voucher"
0,116,"0",0,"4",56,"Online Display Ads","No Voucher"
2,129,"0",8,"3",63,"SEO (Organic)","No Voucher"
2,135,"1",16,"1",69,"No Advertisement","Voucher Applied"
0,106,"0",0,"3",44,"SEO (Organic)","No Voucher"
1,122,"0",11,"2",63,"Paid Search","No Voucher"
0,91,"0",0,"2",36,"Paid Search","No Voucher"
1,117,"0",26,"3",41,"SEO (Organic)","No Voucher"
1,138,"0",5,"1",65,"No Advertisement","No Voucher"
0,50,"0",0,"3",44,"SEO (Organic)","No Voucher"
0,143,"0",0,"3",58,"SEO (Organic)","No Voucher"
1,124,"0",1,"3",50,"SEO (Organic)","No Voucher"
2,126,"0",10,"3",56,"SEO (Organic)","No Voucher"
1,114,"0",4,"2",61,"Paid Search","No Voucher"
0,93,"0",0,"3",53,"SEO (Organic)","No Voucher"
0,127,"0",0,"1",52,"No Advertisement","No Voucher"
0,130,"0",0,"1",50,"No Advertisement","No Voucher"
1,117,"0",9,"3",42,"SEO (Organic)","No Voucher"
2,104,"0",20,"2",59,"Paid Search","No Voucher"
1,110,"0",9,"2",43,"Paid Search","No Voucher"
0,156,"0",0,"4",72,"Online Display Ads","No Voucher"
1,90,"0",3,"3",42,"SEO (Organic)","No Voucher"
1,144,"0",2,"1",61,"No Advertisement","No Voucher"
1,172,"1",20,"3",63,"SEO (Organic)","Voucher Applied"
2,132,"0",14,"3",54,"SEO (Organic)","No Voucher"
1,132,"0",17,"4",72,"Online Display Ads","No Voucher"
1,140,"0",15,"3",53,"SEO (Organic)","No Voucher"
0,133,"0",0,"2",64,"Paid Search","No Voucher"
0,108,"0",0,"1",39,"No Advertisement","No Voucher"
0,99,"0",0,"3",55,"SEO (Organic)","No Voucher"
2,79,"0",12,"3",39,"SEO (Organic)","No Voucher"
1,154,"0",9,"2",60,"Paid Search","No Voucher"
0,126,"1",0,"1",63,"No Advertisement","Voucher Applied"
2,111,"0",6,"4",52,"Online Display Ads","No Voucher"
1,118,"0",23,"4",62,"Online Display Ads","No Voucher"
1,131,"1",3,"4",61,"Online Display Ads","Voucher Applied"
0,135,"0",0,"2",51,"Paid Search","No Voucher"
1,133,"0",10,"2",59,"Paid Search","No Voucher"
1,80,"0",2,"4",40,"Online Display Ads","No Voucher"
1,150,"1",23,"1",55,"No Advertisement","Voucher Applied"
0,142,"0",0,"1",76,"No Advertisement","No Voucher"
0,114,"0",0,"2",50,"Paid Search","No Voucher"
1,94,"0",8,"4",49,"Online Display Ads","No Voucher"
1,124,"0",6,"1",58,"No Advertisement","No Voucher"
1,72,"0",27,"3",26,"SEO (Organic)","No Voucher"
0,121,"0",0,"1",37,"No Advertisement","No Voucher"
2,121,"0",22,"1",50,"No Advertisement","No Voucher"
2,89,"0",8,"1",44,"No Advertisement","No Voucher"
1,85,"0",16,"1",60,"No Advertisement","No Voucher"
1,98,"0",4,"1",43,"No Advertisement","No Voucher"
0,123,"0",0,"2",63,"Paid Search","No Voucher"
0,143,"0",0,"1",68,"No Advertisement","No Voucher"
1,85,"1",8,"3",45,"SEO (Organic)","Voucher Applied"
1,138,"0",40,"3",35,"SEO (Organic)","No Voucher"
1,104,"1",15,"2",58,"Paid Search","Voucher Applied"
1,153,"0",9,"1",64,"No Advertisement","No Voucher"
1,157,"0",35,"3",51,"SEO (Organic)","No Voucher"
1,109,"0",11,"1",42,"No Advertisement","No Voucher"
1,125,"0",3,"3",57,"SEO (Organic)","No Voucher"
1,136,"0",1,"1",54,"No Advertisement","No Voucher"
0,145,"0",0,"2",71,"Paid Search","No Voucher"
1,113,"0",12,"3",59,"SEO (Organic)","No Voucher"
2,154,"1",60,"2",46,"Paid Search","Voucher Applied"
0,112,"0",0,"1",51,"No Advertisement","No Voucher"
0,135,"0",0,"4",57,"Online Display Ads","No Voucher"
1,76,"1",12,"4",31,"Online Display Ads","Voucher Applied"
0,106,"0",0,"2",49,"Paid Search","No Voucher"
1,88,"0",22,"2",30,"Paid Search","No Voucher"
1,122,"1",4,"2",46,"Paid Search","Voucher Applied"
0,141,"0",0,"3",50,"SEO (Organic)","No Voucher"
2,125,"1",16,"3",57,"SEO (Organic)","Voucher Applied"
1,133,"0",17,"3",53,"SEO (Organic)","No Voucher"
0,117,"0",0,"1",71,"No Advertisement","No Voucher"
0,110,"0",0,"4",30,"Online Display Ads","No Voucher"
0,116,"0",0,"3",47,"SEO (Organic)","No Voucher"
0,123,"0",0,"1",62,"No Advertisement","No Voucher"
1,127,"0",7,"2",58,"Paid Search","No Voucher"
2,137,"0",8,"1",67,"No Advertisement","No Voucher"
1,128,"1",8,"2",52,"Paid Search","Voucher Applied"
1,143,"1",18,"3",73,"SEO (Organic)","Voucher Applied"
0,125,"1",0,"4",70,"Online Display Ads","Voucher Applied"
0,125,"0",0,"4",53,"Online Display Ads","No Voucher"
0,139,"0",0,"1",76,"No Advertisement","No Voucher"
3,115,"0",6,"3",55,"SEO (Organic)","No Voucher"
3,133,"0",21,"1",61,"No Advertisement","No Voucher"
2,93,"0",54,"3",37,"SEO (Organic)","No Voucher"
1,103,"0",5,"2",53,"Paid Search","No Voucher"
1,101,"0",4,"2",50,"Paid Search","No Voucher"
0,134,"0",0,"3",59,"SEO (Organic)","No Voucher"
1,114,"0",25,"1",39,"No Advertisement","No Voucher"
0,143,"0",0,"4",49,"Online Display Ads","No Voucher"
1,123,"0",11,"1",50,"No Advertisement","No Voucher"
2,130,"0",6,"3",65,"SEO (Organic)","No Voucher"
1,96,"0",5,"1",52,"No Advertisement","No Voucher"
1,104,"0",9,"4",44,"Online Display Ads","No Voucher"
1,135,"0",15,"2",74,"Paid Search","No Voucher"
0,104,"0",0,"3",58,"SEO (Organic)","No Voucher"
0,105,"0",0,"4",42,"Online Display Ads","No Voucher"
1,124,"1",10,"1",64,"No Advertisement","Voucher Applied"
1,127,"1",1,"2",63,"Paid Search","Voucher Applied"
0,102,"1",0,"1",52,"No Advertisement","Voucher Applied"
0,90,"0",0,"1",42,"No Advertisement","No Voucher"
1,102,"0",9,"3",52,"SEO (Organic)","No Voucher"
2,41,"0",8,"1",41,"No Advertisement","No Voucher"
1,118,"0",11,"1",63,"No Advertisement","No Voucher"
1,133,"0",11,"3",67,"SEO (Organic)","No Voucher"
1,156,"0",7,"2",70,"Paid Search","No Voucher"
1,113,"0",13,"4",61,"Online Display Ads","No Voucher"
1,138,"0",29,"4",72,"Online Display Ads","No Voucher"
1,146,"0",4,"3",63,"SEO (Organic)","No Voucher"
0,172,"0",0,"1",77,"No Advertisement","No Voucher"
1,139,"0",4,"2",69,"Paid Search","No Voucher"
2,80,"0",4,"2",36,"Paid Search","No Voucher"
1,109,"0",9,"4",58,"Online Display Ads","No Voucher"
0,146,"0",0,"3",62,"SEO (Organic)","No Voucher"
2,108,"0",8,"1",44,"No Advertisement","No Voucher"
1,109,"0",7,"3",54,"SEO (Organic)","No Voucher"
1,106,"0",22,"4",64,"Online Display Ads","No Voucher"
1,138,"0",1,"1",56,"No Advertisement","No Voucher"
1,83,"0",3,"2",48,"Paid Search","No Voucher"
1,136,"1",19,"1",53,"No Advertisement","Voucher Applied"
1,159,"0",23,"1",89,"No Advertisement","No Voucher"
1,137,"1",4,"1",61,"No Advertisement","Voucher Applied"
0,134,"0",0,"1",76,"No Advertisement","No Voucher"
1,91,"0",6,"4",37,"Online Display Ads","No Voucher"
2,136,"0",22,"1",55,"No Advertisement","No Voucher"
0,120,"0",0,"4",45,"Online Display Ads","No Voucher"
0,150,"0",0,"1",56,"No Advertisement","No Voucher"
2,141,"0",42,"4",77,"Online Display Ads","No Voucher"
1,124,"0",14,"2",64,"Paid Search","No Voucher"
0,122,"0",0,"3",34,"SEO (Organic)","No Voucher"
0,136,"0",0,"3",62,"SEO (Organic)","No Voucher"
2,118,"0",22,"1",58,"No Advertisement","No Voucher"
0,167,"0",0,"2",76,"Paid Search","No Voucher"
1,124,"1",8,"1",56,"No Advertisement","Voucher Applied"
0,73,"1",0,"1",41,"No Advertisement","Voucher Applied"
0,113,"0",0,"1",42,"No Advertisement","No Voucher"
0,112,"1",0,"4",44,"Online Display Ads","Voucher Applied"
0,114,"1",0,"2",49,"Paid Search","Voucher Applied"
0,126,"0",0,"2",55,"Paid Search","No Voucher"
1,109,"0",13,"1",68,"No Advertisement","No Voucher"
0,133,"0",0,"1",61,"No Advertisement","No Voucher"
0,153,"0",0,"2",75,"Paid Search","No Voucher"
1,147,"0",15,"1",81,"No Advertisement","No Voucher"
0,98,"1",0,"2",47,"Paid Search","Voucher Applied"
0,140,"0",0,"3",79,"SEO (Organic)","No Voucher"
1,149,"1",16,"4",57,"Online Display Ads","Voucher Applied"
1,82,"1",11,"3",46,"SEO (Organic)","Voucher Applied"
0,144,"0",0,"1",51,"No Advertisement","No Voucher"
0,147,"0",0,"1",53,"No Advertisement","No Voucher"
1,127,"0",6,"4",55,"Online Display Ads","No Voucher"
0,94,"0",0,"2",16,"Paid Search","No Voucher"
1,135,"0",17,"3",62,"SEO (Organic)","No Voucher"
0,65,"0",0,"1",44,"No Advertisement","No Voucher"
3,133,"0",27,"1",59,"No Advertisement","No Voucher"
0,99,"0",0,"3",41,"SEO (Organic)","No Voucher"
1,151,"0",3,"1",73,"No Advertisement","No Voucher"
2,114,"0",6,"4",49,"Online Display Ads","No Voucher"
1,129,"0",31,"4",44,"Online Display Ads","No Voucher"
1,110,"0",4,"3",56,"SEO (Organic)","No Voucher"
0,137,"0",0,"3",62,"SEO (Organic)","No Voucher"
1,125,"1",4,"4",57,"Online Display Ads","Voucher Applied"
1,90,"0",13,"3",49,"SEO (Organic)","No Voucher"
3,121,"0",30,"2",43,"Paid Search","No Voucher"
1,114,"0",4,"4",57,"Online Display Ads","No Voucher"
2,124,"0",4,"2",55,"Paid Search","No Voucher"
1,122,"1",12,"1",43,"No Advertisement","Voucher Applied"
1,134,"0",10,"1",62,"No Advertisement","No Voucher"
0,167,"0",0,"4",85,"Online Display Ads","No Voucher"
2,60,"0",32,"2",23,"Paid Search","No Voucher"
0,144,"1",0,"1",73,"No Advertisement","Voucher Applied"
1,123,"0",12,"4",52,"Online Display Ads","No Voucher"
0,133,"0",0,"1",73,"No Advertisement","No Voucher"
2,164,"0",12,"1",66,"No Advertisement","No Voucher"
1,132,"0",13,"1",52,"No Advertisement","No Voucher"
0,131,"0",0,"2",62,"Paid Search","No Voucher"
3,116,"0",42,"1",58,"No Advertisement","No Voucher"
1,140,"0",1,"3",65,"SEO (Organic)","No Voucher"
1,135,"0",18,"1",55,"No Advertisement","No Voucher"
1,124,"0",12,"1",64,"No Advertisement","No Voucher"
0,109,"0",0,"1",73,"No Advertisement","No Voucher"
1,80,"0",18,"4",48,"Online Display Ads","No Voucher"
1,115,"0",7,"2",61,"Paid Search","No Voucher"
2,152,"0",46,"1",54,"No Advertisement","No Voucher"
0,134,"1",0,"2",38,"Paid Search","Voucher Applied"
1,101,"0",12,"1",56,"No Advertisement","No Voucher"
1,150,"0",6,"3",74,"SEO (Organic)","No Voucher"
1,88,"0",29,"1",27,"No Advertisement","No Voucher"
0,126,"0",0,"1",60,"No Advertisement","No Voucher"
0,83,"1",0,"2",41,"Paid Search","Voucher Applied"
1,136,"0",7,"1",58,"No Advertisement","No Voucher"
1,62,"0",10,"4",27,"Online Display Ads","No Voucher"
1,89,"0",14,"1",51,"No Advertisement","No Voucher"
1,68,"0",30,"2",55,"Paid Search","No Voucher"
0,126,"0",0,"1",48,"No Advertisement","No Voucher"
1,117,"0",3,"2",59,"Paid Search","No Voucher"
0,144,"0",0,"1",69,"No Advertisement","No Voucher"
1,129,"0",11,"4",59,"Online Display Ads","No Voucher"
1,133,"0",8,"2",59,"Paid Search","No Voucher"
1,159,"0",4,"3",62,"SEO (Organic)","No Voucher"
0,87,"0",0,"3",50,"SEO (Organic)","No Voucher"
0,127,"0",0,"4",56,"Online Display Ads","No Voucher"
2,143,"0",68,"1",40,"No Advertisement","No Voucher"
1,107,"0",15,"1",41,"No Advertisement","No Voucher"
0,84,"0",0,"1",44,"No Advertisement","No Voucher"
1,165,"1",6,"3",75,"SEO (Organic)","Voucher Applied"
1,109,"0",24,"1",43,"No Advertisement","No Voucher"
1,106,"1",4,"4",46,"Online Display Ads","Voucher Applied"
2,141,"1",28,"3",60,"SEO (Organic)","Voucher Applied"
0,66,"0",0,"3",28,"SEO (Organic)","No Voucher"
0,120,"0",0,"3",54,"SEO (Organic)","No Voucher"
0,117,"0",0,"1",37,"No Advertisement","No Voucher"
1,104,"0",19,"1",39,"No Advertisement","No Voucher"
0,120,"0",0,"1",44,"No Advertisement","No Voucher"
1,144,"1",3,"3",66,"SEO (Organic)","Voucher Applied"
1,114,"0",20,"2",45,"Paid Search","No Voucher"
0,120,"0",0,"3",57,"SEO (Organic)","No Voucher"
1,84,"0",24,"2",56,"Paid Search","No Voucher"
0,106,"0",0,"3",53,"SEO (Organic)","No Voucher"
0,123,"0",0,"1",54,"No Advertisement","No Voucher"
0,73,"0",0,"4",20,"Online Display Ads","No Voucher"
0,97,"0",0,"4",26,"Online Display Ads","No Voucher"
0,136,"0",0,"3",67,"SEO (Organic)","No Voucher"
0,128,"1",0,"3",58,"SEO (Organic)","Voucher Applied"
1,131,"0",22,"4",46,"Online Display Ads","No Voucher"
1,121,"0",16,"1",51,"No Advertisement","No Voucher"
0,116,"0",0,"4",47,"Online Display Ads","No Voucher"
2,141,"0",16,"4",65,"Online Display Ads","No Voucher"
2,138,"0",44,"4",48,"Online Display Ads","No Voucher"
1,170,"0",14,"2",71,"Paid Search","No Voucher"
1,98,"0",11,"2",40,"Paid Search","No Voucher"
0,128,"1",0,"1",49,"No Advertisement","Voucher Applied"
1,117,"0",26,"1",66,"No Advertisement","No Voucher"
1,128,"0",5,"2",65,"Paid Search","No Voucher"
1,152,"0",15,"2",69,"Paid Search","No Voucher"
1,91,"0",24,"3",29,"SEO (Organic)","No Voucher"
1,116,"0",26,"2",40,"Paid Search","No Voucher"
0,135,"0",0,"1",51,"No Advertisement","No Voucher"
1,123,"0",5,"3",62,"SEO (Organic)","No Voucher"
1,146,"0",8,"1",53,"No Advertisement","No Voucher"
2,78,"0",6,"3",44,"SEO (Organic)","No Voucher"
0,122,"0",0,"1",62,"No Advertisement","No Voucher"
1,156,"0",9,"3",63,"SEO (Organic)","No Voucher"
2,94,"1",62,"1",21,"No Advertisement","Voucher Applied"
1,122,"0",7,"1",52,"No Advertisement","No Voucher"
2,111,"0",24,"3",46,"SEO (Organic)","No Voucher"
0,124,"0",0,"4",36,"Online Display Ads","No Voucher"
3,144,"0",39,"3",54,"SEO (Organic)","No Voucher"
1,149,"0",26,"2",82,"Paid Search","No Voucher"
3,126,"0",39,"3",64,"SEO (Organic)","No Voucher"
0,108,"0",0,"2",37,"Paid Search","No Voucher"
1,115,"0",16,"3",46,"SEO (Organic)","No Voucher"
2,135,"0",40,"3",65,"SEO (Organic)","No Voucher"
0,136,"0",0,"1",60,"No Advertisement","No Voucher"
0,120,"0",0,"4",43,"Online Display Ads","No Voucher"
1,151,"0",3,"1",66,"No Advertisement","No Voucher"
0,141,"0",0,"2",65,"Paid Search","No Voucher"
1,155,"0",5,"1",61,"No Advertisement","No Voucher"
1,113,"0",3,"2",49,"Paid Search","No Voucher"
1,91,"0",21,"4",33,"Online Display Ads","No Voucher"
1,148,"0",9,"2",64,"Paid Search","No Voucher"
1,140,"0",39,"2",44,"Paid Search","No Voucher"
1,143,"0",20,"3",49,"SEO (Organic)","No Voucher"
1,116,"1",3,"2",53,"Paid Search","Voucher Applied"
1,77,"0",9,"4",37,"Online Display Ads","No Voucher"
0,83,"0",0,"4",49,"Online Display Ads","No Voucher"
0,122,"0",0,"2",58,"Paid Search","No Voucher"
0,145,"0",0,"4",65,"Online Display Ads","No Voucher"
0,60,"0",0,"2",45,"Paid Search","No Voucher"
0,157,"0",0,"1",84,"No Advertisement","No Voucher"
1,120,"0",20,"1",47,"No Advertisement","No Voucher"
1,131,"0",7,"4",48,"Online Display Ads","No Voucher"
1,152,"0",18,"4",76,"Online Display Ads","No Voucher"
0,145,"0",0,"3",57,"SEO (Organic)","No Voucher"
0,151,"0",0,"1",66,"No Advertisement","No Voucher"
0,137,"1",0,"1",55,"No Advertisement","Voucher Applied"
2,107,"1",32,"1",58,"No Advertisement","Voucher Applied"
