"number_past_order","time_web","voucher","past_spend","ad_channel","revenue"
2,119,"0",20,"2",57
1,117,"0",15,"3",41
1,151,"0",27,"2",84
1,122,"1",21,"3",49
0,128,"0",0,"1",51
0,65,"0",0,"1",59
0,69,"0",0,"2",44
1,127,"0",7,"3",59
1,128,"0",6,"1",60
0,128,"0",0,"4",48
0,133,"0",0,"3",43
1,109,"0",1,"2",46
0,118,"1",0,"3",47
1,128,"0",8,"2",59
0,125,"0",0,"2",64
0,145,"0",0,"3",88
1,132,"0",19,"2",70
1,111,"0",18,"1",42
0,136,"0",0,"1",55
1,97,"0",20,"3",58
1,99,"0",24,"4",40
1,141,"0",22,"1",52
0,130,"0",0,"1",55
0,103,"0",0,"1",47
1,142,"0",26,"1",43
0,102,"0",0,"1",42
1,115,"0",13,"3",55
1,87,"0",14,"1",41
0,129,"0",0,"1",65
3,90,"1",45,"1",52
1,92,"0",2,"2",47
1,112,"0",19,"2",59
0,143,"0",0,"3",50
0.772055847834884,95,"0",0,"3",32
1,135,"1",10,"4",62
1,109,"0",18,"4",57
0,149,"1",0,"1",58
0,105,"0",0,"1",55
1,127,"0",9,"2",64
0,112,"1",0,"1",55
1,129,"1",28,"2",46
1,108,"0",17,"1",37
0,155,"0",0,"3",76
1,112,"1",7,"2",49
0,108,"1",0,"1",43
1,130,"0",2,"3",48
1,147,"0",2,"1",63
1,89,"0",39,"1",25
1,111,"0",10,"3",54
2,98,"0",44,"1",29
1,153,"0",20,"1",75
1,48,"0",24,"2",12
1,113,"1",3,"1",54
1,159,"0",17,"4",59
2,134,"0",66,"1",73
0,82,"1",0,"4",33
1,137,"1",22,"2",48
0,105,"0",0,"1",58
1,158,"0",21,"1",50
1,155,"0",7,"1",55
3,148,"0",57,"1",78
0,120,"0",0,"4",56
0,127,"0",0,"1",65
0,125,"0",0,"4",52
0,99,"0",0,"1",45
0,123,"0",0,"1",56
1,139,"0",11,"3",62
2,142,"0",66,"2",46
1,75,"0",5,"4",38
1,91,"1",3,"1",33
0,120,"1",0,"1",52
2,143,"0",36,"4",56
0,105,"0",0,"2",33
0,111,"0",0,"4",55
0,78,"0",0,"1",33
1,111,"0",10.1047995139733,"3",70
1,116,"0",14,"2",54
0,92,"0",0,"1",34
0,115,"0",0,"4",56
2,140,"0",14,"4",63
0,113,"0",0,"1",36
2,137,"1",86,"1",34
0,126,"0",0,"3",65
3,126,"0",30,"4",51
1,113,"0",8,"1",46
1,128,"0",24,"4",45
1,109,"0",8,"1",49
0,114,"0",0,"4",48
1,137,"0",21,"4",43
1,149,"0",19,"3",65
1,78,"0",1,"4",42
0,131,"0",0,"4",48
0,113,"0",0,"1",24
1,120,"0",19,"1",39
0,129,"0",0,"1",42
1,141,"0",11,"3",64
0,102,"0",0,"3",44
0,117,"0",0,"1",47
0,122,"0",0,"4",70
0,126,"0",0,"4",70
1,132,"0",18,"1",65
1,82,"0",1,"1",30
0,140,"0",0,"4",55
1,106,"1",5,"2",53
1,101,"1",8,"3",46
1,112,"0",15,"2",59
2,65,"0",18,"4",24
1,119,"0",1,"1",55
2,152,"0",20,"1",59
0,135,"0",0,"4",61
2,101,"0",52,"3",30
0,138,"0",0,"1",53
1,136,"0",16,"4",50
0,122.344953016065,"0",0,"4",51
0,104,"0",0,"1",49
1,117,"0",7,"1",44
3,123,"1",18,"3",55
0,122,"0",0,"2",66
2,108,"0",36,"1",49
1,152,"0",5,"4",66
1,151,"0",6,"3",69
0,131,"0",0,"2",75
1,126,"0",12,"3",71
1,135,"0",44,"1",88
0,142,"0",0,"1",53
1,108,"0",10,"2",46
1,127,"0",9,"4",55
0,130,"0",0,"4",50
2,107,"0",52,"1",61
2,53,"0",6,"1",37
1,88,"0",28,"3",32
2,105,"0",20,"2",54
1,114,"0",4,"2",50
0,139,"0",0,"2",68
0,85,"0",0,"1",39
2,93,"0",60,"1",55
2,99,"0",22,"4",51
1,134,"0",2,"3",62
1,58,"0",13,"4",38
0,98,"1",0,"1",40
1,142,"0",1,"1",61
0,128,"1",0,"1",62
1,142,"1",22,"1",72
0,138,"0",0,"1",62
2,138,"0",22,"4",58
0,117,"0",0,"1",68
0,121,"1",0,"3",59
0,107,"0",0,"4",48
0,89,"1",0,"1",49
1,151,"0",6,"1",68
1,110,"0",20,"2",33
1,116,"0",36,"1",64
2,116,"1",30,"4",62
0,124,"0",10.1047995139733,"1",66
1,112,"1",39,"1",72
3,124,"0",111,"2",37
1,100,"0",15,"4",33
0,122,"0",10.1047995139733,"3",56
1,118,"0",8,"3",61
0,149,"0",0,"4",81
1,102,"0",3,"1",52
1,129,"0",3,"4",52
1,126,"0",5,"1",60
0,116,"0",0,"3",58
0,109,"0",0,"2",50
0,171,"0",0,"3",82
1,130,"0",6,"1",56
1,113,"0",17,"3",39
0,138,"1",0,"2",65
1,127,"0",13,"4",53
1,159,"0",10,"1",87
0,129,"0",0,"4",40
0,119,"0",0,"2",48
1,120,"0",33,"2",70
0,105,"0",0,"3",36
2,126,"0",56,"3",38
2,103,"0",40,"1",40
1,142,"0",32,"1",78
1,120,"0",2,"1",55
1,87,"0",10.1047995139733,"2",38
1,127,"0",19,"4",47
1,136,"0",27,"2",40
1,117,"0",13,"4",51
2,139,"0",6,"1",61
1,172,"1",1,"2",75
0,147,"0",0,"3",67
0,122,"0",0,"3",58
0.772055847834884,131,"0",29,"2",52
0,136,"0",0,"1",52
0,118,"0",0,"2",47
0,124,"0",0,"1",51
1,116,"0",27,"3",33
1,104,"1",7,"4",48
0,121,"0",0,"1",56
0,130,"0",0,"1",63
0.772055847834884,84,"0",5,"3",36
1,134,"0",19,"1",72
1,141,"0",27,"4",81
0,124,"1",0,"2",62
0.772055847834884,122.344953016065,"0",0,"4",45
1,122,"0",6,"1",47
1,124,"0",7,"1",56
1,109,"0",19,"2",58
0,132,"0",0,"3",51
0,88,"0",0,"2",33
1,142,"0",24,"2",69
2,128,"1",4,"1",58
0,153,"0",0,"4",55
1,143,"0",22,"1",89
1,111,"0",3,"4",48
1,56,"0",5,"4",39
3,138,"0",27,"1",48
0,142,"0",0,"3",57
1,87,"0",41,"2",61
1,108,"1",5,"1",53
1,138,"0",4,"1",61
1,117,"1",15,"2",43
0.772055847834884,150,"0",0,"1",75
0,119,"0",0,"1",51
0,123,"1",0,"4",37
2,141,"0",16,"3",57
0,121,"0",0,"2",39
3,127,"0",42,"1",49
1,44,"0",12,"3",34
2,131,"0",32,"4",57
1,158,"0",9,"3",71
0,120,"0",0,"2",58
1,109,"0",4,"2",55
1,133,"0",7,"2",48
1,129,"0",11,"2",42
0,123,"0",0,"1",58
0,113,"0",0,"4",46
0.772055847834884,115,"0",0,"1",48
1,104,"0",6,"2",46
2,163,"0",8,"2",77
0,123,"0",0,"1",49
2,139,"1",42,"2",67
1,144,"1",4,"4",61
1,117,"1",9,"2",52
1,148,"0",8,"3",61
0,138,"0",0,"2",71
1,145,"0",2,"1",63
0,155,"0",0,"1",89
0,99,"0",0,"1",37
2,24,"0",10,"1",21
0,77,"0",0,"1",35
0,131,"0",0,"1",63
0,128,"0",0,"2",53
2,162,"1",38,"1",62
1,137,"0",10,"3",57
1,99,"0",11,"2",45
1,139,"0",10,"3",70
0,134,"0",0,"4",64
1,113,"0",8,"3",48
1,92,"0",26,"2",66
1,142,"0",29,"3",83
1,157,"0",6,"4",76
1,101,"0",8,"1",54
2,144,"0",36,"1",57
1,140,"0",22,"1",81
0,103,"0",0,"3",49
1,74,"0",17,"4",50
0,141,"0",0,"4",61
0,120,"0",0,"1",48
1,71,"0",30,"3",19
2,123,"0",26,"4",43
1,128,"0",11,"3",52
1,68,"0",9,"3",37
0,150,"0",0,"1",78
1,155,"0",12,"4",65
0,128,"1",0,"4",50
0,130,"0",0,"2",64
2,91,"0",22,"4",44
0,117,"0",0,"1",52
2,104,"0",42,"3",58
0,156,"0",0,"4",74
1,134,"1",9,"3",62
0,128,"0",0,"1",60
2,124,"1",18,"3",69
1,147,"0",1,"1",73
0,69,"0",0,"1",42
4,93,"0",52,"4",44
1,86,"1",20,"1",27
0,120,"0",0,"1",49
1,151,"0",4,"1",61
1,127,"0",10.1047995139733,"3",61
1,149,"0",11,"1",65
1,124,"0",3,"1",62
1,116,"0",10.1047995139733,"2",35
1,99,"0",2,"3",50
1,145,"1",4,"1",63
1,136,"0",38,"3",76
0,122,"0",0,"2",66
1,137,"0",20,"3",54
0,74,"0",0,"1",33
0,119,"1",0,"3",60
1,82,"0",15,"2",51
2,170,"0",16,"3",71
1,120,"0",31,"1",32
0,131,"0",0,"1",59
0,112,"0",0,"1",57
2,113,"0",4,"3",51
2,155,"0",12,"2",68
1,132,"1",10,"1",52
1,133,"0",24,"1",44
1,103,"0",16,"3",66
1,110,"0",6,"1",59
1,138,"0",9,"1",59
1,102,"0",13,"4",58
1,118,"0",9,"1",44
1,142,"0",1,"3",61
2,137,"0",32,"4",48
0.772055847834884,138,"0",0,"2",49
1,129,"0",8,"3",61
0,115,"0",0,"4",44
0,125,"0",0,"1",35
0,134,"0",0,"2",56
0,144,"0",0,"1",61
1,151,"0",37,"2",47
1,144,"0",11,"2",76
0,75,"0",0,"1",48
1,126,"1",15,"1",51
0,76,"0",0,"1",49
0,131,"0",0,"3",40
0,110,"0",0,"4",47
2,95,"0",14,"1",44
1,157,"0",7,"2",75
1,120,"1",6,"4",52
3,128,"0",24,"4",61
0,125,"0",10.1047995139733,"1",57
2,119,"0",6,"2",56
1,108,"0",12,"4",62
0,101,"0",0,"2",37
1,136,"0",3,"2",51
1,112,"0",5,"2",57
1,88,"1",1,"4",43
1,114,"0",21,"3",69
2,122,"0",24,"2",53
0,105,"0",0,"1",51
1,150,"0",4,"4",71
0,138,"1",0,"1",62
0,59,"0",0,"1",64
0,121,"0",0,"4",62
1,73,"0",10,"1",52
1,156,"0",4,"2",64
0,88,"0",0,"1",42
2,118,"0",6,"3",54
0,98,"0",0,"1",51
0,6,"0",0,"2",29
1,102,"0",8,"1",45
2,118,"0",44,"1",66
1,109,"1",7,"4",58
0,90,"0",0,"2",45
2,129,"0",4,"2",54
1,98,"0",10,"1",37
1,115,"0",16,"4",54
1,168,"0",23,"2",64
1,122,"0",20,"3",49
1,107,"0",11,"2",57
1,145,"1",1,"1",63
0,87,"0",0,"4",44
0,85,"1",0,"2",23
2,141,"0",6,"1",52
2,156,"0",4,"3",70
1,139,"0",6,"2",63
1,103,"0",3,"1",51
0,139,"0",0,"1",75
1,127,"0",21,"2",38
1,103,"0",4,"1",42
0,108,"0",0,"1",45
1,128,"0",21,"2",75
0,116,"0",0,"4",56
2,129,"0",8,"3",63
2,135,"1",16,"1",69
0,106,"0",0,"3",44
1,122,"0",11,"2",63
0,91,"0",0,"2",36
1,117,"0",26,"3",41
1,138,"0",5,"1",65
0,50,"0",0,"3",44
0,143,"0",0,"3",58
1,124,"0",1,"3",50
2,126,"0",10,"3",56
1,114,"0",4,"2",61
0,93,"0",0,"3",53
0,127,"0",0,"1",52
0,130,"0",0,"1",50
1,117,"0",9,"3",42
2,104,"0",20,"2",59
1,110,"0",9,"2",43
0,156,"0",0,"4",72
1,90,"0",3,"3",42
1,144,"0",2,"1",61
1,172,"1",20,"3",63
2,132,"0",14,"3",54
1,132,"0",17,"4",72
1,140,"0",15,"3",53
0,133,"0",0,"2",64
0,108,"0",0,"1",39
0,99,"0",0,"3",55
1,100,"0",19,"1",35
2,79,"0",12,"3",39
1,154,"0",9,"2",60
0,126,"1",0,"1",63
2,111,"0",6,"4",52
1,118,"0",23,"4",62
1,131,"1",3,"4",61
0,135,"0",0,"2",51
1,133,"0",10,"2",59
1,80,"0",2,"4",40
1,150,"1",23,"1",55
0,142,"0",0,"1",76
0,114,"0",0,"2",50
1,94,"0",8,"4",49
1,124,"0",6,"1",58
1,72,"0",27,"3",26
0,121,"0",0,"1",37
2,121,"0",22,"1",50
2,89,"0",8,"1",44
1,85,"0",16,"1",60
2,60,"0",10.1047995139733,"2",41
1,98,"0",4,"1",43
2,167,"1",10,"1",74
1,122.344953016065,"0",5,"3",65
0,123,"0",0,"2",63
0,143,"0",0,"1",68
1,85,"1",8,"3",45
1,138,"0",40,"3",35
1,104,"1",15,"2",58
1,153,"0",9,"1",64
1,157,"0",35,"3",51
1,109,"0",11,"1",42
1,125,"0",3,"3",57
1,136,"0",1,"1",54
0,145,"0",0,"2",71
1,113,"0",12,"3",59
2,154,"1",60,"2",46
0,112,"0",0,"1",51
0,135,"0",0,"4",57
1,76,"1",12,"4",31
0,106,"0",0,"2",49
1,88,"0",22,"2",30
1,122,"1",4,"2",46
0,141,"0",0,"3",50
2,125,"1",16,"3",57
1,133,"0",17,"3",53
0,117,"0",0,"1",71
0,110,"0",0,"4",30
0,116,"0",0,"3",47
0,123,"0",0,"1",62
1,127,"0",7,"2",58
2,137,"0",8,"1",67
1,128,"1",8,"2",52
1,143,"1",18,"3",73
0,125,"1",0,"4",70
0,125,"0",0,"4",53
0,139,"0",0,"1",76
3,115,"0",6,"3",55
3,133,"0",21,"1",61
2,93,"0",54,"3",37
1,103,"0",5,"2",53
1,101,"0",4,"2",50
0,134,"0",0,"3",59
1,114,"0",25,"1",39
0,143,"0",0,"4",49
1,123,"0",11,"1",50
2,130,"0",6,"3",65
1,96,"0",5,"1",52
1,104,"0",9,"4",44
1,135,"0",15,"2",74
0,104,"0",0,"3",58
0,105,"0",0,"4",42
1,124,"1",10,"1",64
1,127,"1",1,"2",63
0,102,"1",0,"1",52
0,90,"0",0,"1",42
1,102,"0",9,"3",52
2,41,"0",8,"1",41
1,118,"0",11,"1",63
1,133,"0",11,"3",67
1,156,"0",7,"2",70
1,113,"0",13,"4",61
1,138,"0",29,"4",72
1,146,"0",4,"3",63
0.772055847834884,128,"0",10.1047995139733,"2",44
0,172,"0",0,"1",77
1,139,"0",4,"2",69
2,80,"0",4,"2",36
1,109,"0",9,"4",58
0,146,"0",0,"3",62
2,108,"0",8,"1",44
1,109,"0",7,"3",54
1,106,"0",22,"4",64
1,138,"0",1,"1",56
1,83,"0",3,"2",48
1,136,"1",19,"1",53
1,159,"0",23,"1",89
1,137,"1",4,"1",61
0,134,"0",0,"1",76
1,91,"0",6,"4",37
2,136,"0",22,"1",55
0,122.344953016065,"0",0,"1",51
0,120,"0",0,"4",45
0,150,"0",0,"1",56
2,141,"0",42,"4",77
1,124,"0",14,"2",64
0,122,"0",0,"3",34
0,136,"0",0,"3",62
2,118,"0",22,"1",58
0,167,"0",0,"2",76
1,124,"1",8,"1",56
0,73,"1",0,"1",41
0,113,"0",0,"1",42
0,112,"1",0,"4",44
0,114,"1",0,"2",49
0,126,"0",0,"2",55
1,109,"0",13,"1",68
0,133,"0",0,"1",61
0,153,"0",0,"2",75
1,147,"0",15,"1",81
0,98,"1",0,"2",47
0,140,"0",0,"3",79
1,149,"1",16,"4",57
1,82,"1",11,"3",46
0,144,"0",0,"1",51
0,147,"0",0,"1",53
1,127,"0",6,"4",55
0,94,"0",0,"2",16
1,135,"0",17,"3",62
0,65,"0",0,"1",44
3,133,"0",27,"1",59
0,99,"0",0,"3",41
1,151,"0",3,"1",73
2,114,"0",6,"4",49
1,129,"0",31,"4",44
1,110,"0",4,"3",56
0,137,"0",0,"3",62
1,125,"1",4,"4",57
1,90,"0",13,"3",49
3,121,"0",30,"2",43
1,114,"0",4,"4",57
2,124,"0",4,"2",55
1,122,"1",12,"1",43
1,134,"0",10,"1",62
0,167,"0",0,"4",85
2,60,"0",32,"2",23
0,144,"1",0,"1",73
1,123,"0",12,"4",52
0,133,"0",0,"1",73
2,164,"0",12,"1",66
1,132,"0",13,"1",52
0,131,"0",0,"2",62
3,116,"0",42,"1",58
1,140,"0",1,"3",65
1,135,"0",18,"1",55
1,124,"0",12,"1",64
0,109,"0",0,"1",73
1,80,"0",18,"4",48
1,115,"0",7,"2",61
2,152,"0",46,"1",54
0,134,"1",0,"2",38
1,101,"0",12,"1",56
1,150,"0",6,"3",74
1,88,"0",29,"1",27
0,126,"0",0,"1",60
0,83,"1",0,"2",41
1,136,"0",7,"1",58
1,62,"0",10,"4",27
1,89,"0",14,"1",51
1,68,"0",30,"2",55
0,126,"0",0,"1",48
1,117,"0",3,"2",59
0,144,"0",0,"1",69
1,129,"0",11,"4",59
1,133,"0",8,"2",59
1,159,"0",4,"3",62
0,87,"0",0,"3",50
0,127,"0",0,"4",56
2,143,"0",68,"1",40
1,107,"0",15,"1",41
0,84,"0",0,"1",44
1,165,"1",6,"3",75
1,109,"0",24,"1",43
1,106,"1",4,"4",46
2,141,"1",28,"3",60
0,66,"0",0,"3",28
0,120,"0",0,"3",54
0,117,"0",0,"1",37
1,104,"0",19,"1",39
0,120,"0",0,"1",44
1,144,"1",3,"3",66
0.772055847834884,130,"0",7,"3",45
1,114,"0",20,"2",45
0,120,"0",0,"3",57
1,84,"0",24,"2",56
0,106,"0",0,"3",53
0,123,"0",0,"1",54
0,73,"0",0,"4",20
0,97,"0",0,"4",26
0,136,"0",0,"3",67
0,128,"1",0,"3",58
1,131,"0",22,"4",46
1,121,"0",16,"1",51
0,116,"0",0,"4",47
2,141,"0",16,"4",65
2,138,"0",44,"4",48
1,170,"0",14,"2",71
1,98,"0",11,"2",40
0,128,"1",0,"1",49
1,117,"0",26,"1",66
1,128,"0",5,"2",65
1,152,"0",15,"2",69
1,91,"0",24,"3",29
1,116,"0",26,"2",40
0,135,"0",0,"1",51
1,123,"0",5,"3",62
1,146,"0",8,"1",53
2,78,"0",6,"3",44
0,122,"0",0,"1",62
1,156,"0",9,"3",63
2,94,"1",62,"1",21
1,122,"0",7,"1",52
2,111,"0",24,"3",46
0,124,"0",0,"4",36
3,144,"0",39,"3",54
1,149,"0",26,"2",82
3,126,"0",39,"3",64
0,108,"0",0,"2",37
1,115,"0",16,"3",46
2,135,"0",40,"3",65
0,136,"0",0,"1",60
0,120,"0",0,"4",43
1,151,"0",3,"1",66
0,141,"0",0,"2",65
1,155,"0",5,"1",61
1,113,"0",3,"2",49
1,91,"0",21,"4",33
1,148,"0",9,"2",64
1,140,"0",39,"2",44
1,143,"0",20,"3",49
1,116,"1",3,"2",53
1,77,"0",9,"4",37
0,83,"0",0,"4",49
0,122,"0",0,"2",58
0,145,"0",0,"4",65
0,60,"0",0,"2",45
0,157,"0",0,"1",84
1,120,"0",20,"1",47
1,131,"0",7,"4",48
1,152,"0",18,"4",76
0,145,"0",0,"3",57
0,151,"0",0,"1",66
0,137,"1",0,"1",55
2,107,"1",32,"1",58
0,124,"0",0,"1",52
1,115,"0",20,"1",72
1,141,"0",16,"4",46
0,168,"1",0,"1",82
0,146,"0",0,"1",78
1,127,"0",8,"1",54
0,119,"0",0,"1",52
0,113,"1",0,"2",63
0,147,"1",0,"1",45
0,118,"1",0,"1",66
0,140,"0",0,"4",65
1,141,"0",31,"3",73
0,148,"0",0,"2",68
0,122,"0",0,"1",47
1,131,"0",25,"2",57
0,176,"1",0,"2",68
1,154,"0",19,"2",62
0,124,"0",0,"2",63
1,110,"0",1,"1",51
1,145,"0",13,"2",64
0,166,"0",0,"4",91
1,112,"0",2,"2",51
1,70,"0",23,"1",53
2,63,"0",60,"3",55
1,131,"0",15,"1",58
0,102,"0",0,"1",47
1,121,"0",2,"1",65
0,128,"0",0,"4",56
1,115,"0",7,"1",47
1,117,"0",9,"4",50
1,124,"1",4,"4",62
2,110,"0",12,"3",47
1,79,"1",24,"3",59
1,135,"0",11,"3",65
2,97,"0",44,"2",40
1,115,"0",14,"4",53
0,130,"0",0,"1",56
0,131,"0",0,"3",70
1,151,"0",24,"2",44
1,127,"0",12,"4",53
0,119,"0",0,"1",40
1,136,"1",18,"1",49
0,142,"0",0,"4",58
0,140,"0",0,"4",73
1,105,"0",38,"1",72
1,87,"0",15,"1",53
0,83,"0",0,"1",41
1,145,"0",16,"1",54
0,142,"0",0,"4",54
2,152,"0",112,"4",100
0.772055847834884,123,"0",11,"4",57
0,117,"0",0,"1",41
0,152,"1",0,"2",68
1,157,"0",19,"4",85
1,137,"0",7,"3",67
2,139,"0",4,"1",74
1,92,"0",25,"1",54
1,149,"0",11,"1",70
1,122,"1",7,"2",58
1,139,"0",13,"1",54
2,130,"0",38,"1",49
1,103,"0",15,"2",43
2,134,"0",26,"1",57
0,134,"0",0,"1",59
1,91,"1",6,"1",41
1,115,"0",27,"1",42
1,125,"0",21,"2",54
0,127,"0",0,"1",59
1,150,"0",10,"3",66
0,157,"0",0,"1",73
1,131,"0",2,"1",58
0,123,"0",0,"2",77
2,96,"0",46,"3",30
1,115,"0",11,"1",55
1,120,"1",10,"3",66
1,125,"1",13,"2",43
1,119,"1",45,"2",35
1,173,"0",1,"1",73
2,155,"0",14,"3",62
2,117,"0",22,"4",65
0,131,"0",0,"2",56
1,140,"0",10,"1",63
1,129,"0",43,"1",83
0,142,"0",0,"2",56
1,149,"0",6,"3",60
1,125,"0",7,"3",46
1,145,"0",10,"4",52
1,144,"0",12,"2",56
1,146,"0",1,"2",51
0,112,"1",0,"1",43
0,109,"1",0,"3",24
0,103,"0",0,"1",52
0,110,"0",0,"2",49
1,157,"0",12,"4",79
1,141,"0",18,"4",71
1,97,"0",19,"1",54
0,147,"0",0,"1",62
1,60,"0",1,"1",32
1,136,"0",17,"1",54
0,70,"0",0,"3",37
2,117,"0",28,"1",42
1,111,"1",16,"1",53
0,122,"0",0,"1",48
1,131,"0",19,"2",53
0,117,"0",0,"1",47
0,142,"0",0,"1",63
0,98,"0",0,"2",36
3,127,"0",3,"1",56
0,145,"0",0,"1",74
2,115,"0",14,"3",43
1,128,"0",32,"1",39
1,107,"1",3,"4",46
1,137,"0",5,"1",76
1,110,"0",14,"1",34
1,103,"0",8,"1",45
1,86,"0",11,"2",40
1,101,"1",23,"3",39
1,124,"0",17,"3",52
1,65,"0",10,"3",36
0,143,"0",0,"1",74
1,129,"0",7,"1",42
2,119,"0",8,"4",59
1,159,"1",2,"1",71
1,123,"0",6,"4",52
0,108,"0",0,"1",52
0,116,"0",0,"2",68
0,120,"0",0,"1",50
2,148,"0",40,"4",56
0,163,"0",0,"1",52
1,112,"0",14,"1",54
0,128,"0",0,"1",66
0,117,"0",0,"2",54
0,64,"0",0,"4",37
1,145,"0",3,"1",66
0,115,"0",0,"1",48
1,132,"0",11,"1",52
0,95,"0",0,"4",42
1,135,"0",12,"4",67
1,146,"1",11,"2",65
0,83,"1",0,"4",41
1,122,"0",13,"3",43
0,100,"0",0,"2",30
1,79,"1",20,"3",37
0,95,"0",0,"1",38
0,113,"0",0,"1",54
1,107,"0",17,"4",65
1,156,"0",9,"3",69
0,148,"0",0,"1",49
2,128,"0",60,"2",46
1,136,"0",1,"1",57
3,136,"0",30,"2",73
1,110,"0",17,"1",32
2,115,"1",44,"1",40
0,130,"0",0,"1",56
2,150,"1",18,"2",76
1,140,"0",3,"3",55
0,107,"0",0,"2",45
1,139,"0",31,"1",44
1,128,"1",18,"1",47
1,127,"0",6,"1",60
0.772055847834884,134,"0",0,"1",68
0,122.344953016065,"0",0,"3",48
2,134,"1",18,"1",59
1,122,"0",2,"3",60
1,125,"0",14,"1",61
2,106,"0",22,"2",48
0,135,"0",0,"1",50
1,112,"0",5,"4",41
0,122,"0",0,"4",59
1,147,"0",2,"1",65
0,124,"0",0,"1",57
0,123,"0",0,"1",65
0,109,"0",0,"1",50
0,134,"0",0,"2",59
1,110,"0",7,"4",51
0,110,"0",0,"1",53
2,140,"0",14,"1",64
1,33,"0",2,"3",31
1,134,"0",4,"2",57
1,123,"1",9,"1",61
2,152,"0",30,"2",55
1,118,"0",21,"1",45
2,69,"0",16,"1",31
2,122,"1",16,"1",52
1,116,"0",8,"1",58
0,139,"0",0,"2",65
1,103,"1",1,"1",42
1,119,"0",21,"1",50
2,103,"0",24,"4",38
0,158,"0",0,"1",73
1,133,"1",8,"4",52
1,135,"0",2,"3",63
0,117,"0",0,"1",60
1,134,"0",9,"1",65
0,122.344953016065,"0",0,"4",52
1,57,"0",3,"1",35
0,141,"0",0,"4",60
1,138,"0",40,"4",79
1,140,"0",3,"4",60
0,157,"0",0,"4",69
1,104,"0",2,"1",53
1,132,"1",18,"2",51
2,120,"0",30,"3",58
2,131,"0",36,"3",42
1,142,"0",21,"1",54
0.772055847834884,94,"0",0,"2",49
0,114,"0",0,"1",43
0,124,"0",0,"3",60
0,123,"1",0,"2",56
1,121,"0",15,"1",50
0,137,"0",0,"1",60
1,137,"0",17,"1",51
1,70,"0",14,"4",41
0,129,"0",0,"1",61
0,126,"1",0,"1",67
0,82,"0",0,"4",64
2,88,"1",30,"1",32
1,109,"0",4,"1",45
1,131,"0",13,"1",63
1,73,"0",35,"4",46
1,99,"1",25,"1",61
3,98,"0",42,"2",36
0,117,"0",0,"1",54
1,122.344953016065,"0",4,"2",61
0,146,"0",0,"1",54
0,99,"0",0,"3",39
1,145,"0",16,"2",75
0,129,"0",0,"2",41
2,117,"0",60,"2",68
1,17,"0",10,"4",29
2,120,"0",8,"1",59
1,124,"0",6,"3",48
1,121,"0",28,"1",42
1,161,"0",10,"4",59
1,123,"1",8,"3",50
1,105,"0",31,"3",30
0,140,"0",0,"4",62
1,113,"0",12,"3",56
1,134,"0",4,"2",61
1,112,"0",13,"1",46
0,137,"0",0,"2",76
1,29,"0",16,"4",17
0,117,"0",10.1047995139733,"1",49
2,137,"0",14,"1",60
1,122.344953016065,"0",3,"1",59
0,147,"1",0,"1",64
0,152,"0",0,"4",67
0,142,"0",0,"1",52
0,75,"0",0,"2",46
0,174,"0",0,"3",78
0,122,"0",0,"1",41
0,83,"0",0,"2",35
1,140,"0",31,"1",38
0,115,"1",0,"1",37
2,80,"0",38,"1",50
1,98,"1",10,"3",55
0,128,"0",0,"1",41
0,107,"0",0,"4",41
2,123,"0",12,"1",55
0,117,"0",0,"1",68
1,90,"0",2,"1",43
1,103,"0",16,"1",55
1,146,"0",2,"1",66
0,142,"0",0,"4",79
2,151,"0",46,"1",69
0,129,"1",0,"1",57
2,100,"0",50,"2",65
1,136,"0",9,"3",58
1,128,"1",7,"1",50
1,119,"1",34,"2",27
0,130,"0",0,"1",71
1,117,"0",4,"2",57
0,166,"0",0,"1",76
0,106,"0",0,"4",56
2,152,"0",30,"1",68
1,139,"1",9,"3",54
0,125,"0",0,"1",42
0,143,"0",0,"3",77
1,131,"0",2,"1",56
0,120,"0",0,"1",66
2,149,"0",14,"3",69
2,90,"0",54,"3",68
1,137,"1",17,"1",69
1,139,"0",16,"3",60
1,153,"0",32,"1",82
0,121,"0",0,"2",56
0.772055847834884,148,"1",15,"2",65
0,88,"1",0,"3",45
0,151,"0",0,"3",75
0,134,"0",0,"3",62
0,120,"1",0,"1",67
1,115,"1",31,"1",33
0,138,"0",0,"2",53
1,140,"0",28,"1",79
0.772055847834884,128,"0",0,"3",50
1,153,"0",2,"1",65
0,144,"1",0,"1",66
1,153,"0",3,"3",65
1,104,"0",16,"1",61
1,102,"0",8,"2",60
1,108,"0",27,"1",62
0,110,"0",0,"1",41
1,147,"0",10,"1",58
0,155,"1",0,"1",71
1,162,"0",9,"1",77
1,6,"0",16,"3",17
1,148,"0",19,"1",59
0,144,"0",0,"1",88
0,144,"1",0,"1",63
2,111,"0",12,"1",54
1,153,"0",7,"4",73
2,130,"0",2,"3",67
1,146,"0",22,"4",73
1,149,"0",13,"1",73
0,139,"0",0,"1",52
2,121,"0",8,"1",53
1,150,"1",7,"3",71
0,122.344953016065,"0",0,"2",34
2,115,"0",40,"4",43
0,122.344953016065,"0",0,"4",67
1,116,"0",26,"4",70
0.772055847834884,136,"1",0,"1",65
1,127,"0",14,"1",61
0,122,"0",0,"3",50
1,122,"0",4,"1",56
0,153,"0",0,"1",79
2,98,"0",34,"1",52
1,97,"0",26,"4",61
1,163,"1",21,"1",78
